facility_id,name,type,district,state,lat,lon,beds,annual_surgeries,offers_surgery,specialties,website_url,match_confidence
VF-003528,Hyderabad Charitable #36,Charitable / Mission Hospital,Hyderabad,Telangana,17.5479,78.77554,37,0,False,,,0.855
VF-003529,Hyderabad District #37,District Hospital,Hyderabad,Telangana,17.10122,78.34525,15,0,False,,,0.896
VF-003530,Hyderabad Primary #38,Primary Health Centre,Hyderabad,Telangana,17.2664,78.51451,40,0,False,,,0.734
VF-003531,Hyderabad Primary #39,Primary Health Centre,Hyderabad,Telangana,17.26253,78.59263,11,0,False,,,0.837
VF-003532,Hyderabad Community #40,Community Health Centre,Hyderabad,Telangana,17.44364,78.43067,32,0,False,,,0.853
VF-003533,Hyderabad Community #41,Community Health Centre,Hyderabad,Telangana,17.0921,78.27831,37,0,False,,,0.75
VF-003534,Hyderabad Community #42,Community Health Centre,Hyderabad,Telangana,17.41287,78.46829,10,0,False,,,0.855
VF-003535,Hyderabad District #43,District Hospital,Hyderabad,Telangana,17.42855,78.49861,590,3577,True,ENT|Burns & Reconstruction|General Surgery|Urology|Cardiac|Paediatric Surgery|Cleft & Plastic,,0.746
VF-003536,Hyderabad District #44,District Hospital,Hyderabad,Telangana,17.15984,78.51882,430,4162,True,Cataract / Ophthalmology|General Surgery|ENT,,0.827
VF-003537,Hyderabad District #45,District Hospital,Hyderabad,Telangana,17.57026,78.35374,1272,3470,True,Cataract / Ophthalmology|Orthopaedics|Burns & Reconstruction|Cardiac|General Surgery|Paediatric Surgery|ENT|Urology|Obstetrics & Gynaecology,,0.999
VF-003538,Hyderabad Primary #46,Primary Health Centre,Hyderabad,Telangana,17.11973,78.6146,21,0,False,,,0.868
VF-003539,Hyderabad District #47,District Hospital,Hyderabad,Telangana,17.50985,78.41319,44,0,False,,,0.952
VF-003540,Hyderabad Charitable #48,Charitable / Mission Hospital,Hyderabad,Telangana,17.34711,78.45355,1187,6994,True,Orthopaedics|Cleft & Plastic|Cardiac|General Surgery,,0.736
VF-003541,Hyderabad Primary #49,Primary Health Centre,Hyderabad,Telangana,17.5569,78.46166,39,0,False,,,0.903
VF-003542,Hyderabad Private #50,Private Hospital,Hyderabad,Telangana,17.32096,78.42636,10,0,False,,,0.853
VF-003543,Hyderabad Community #51,Community Health Centre,Hyderabad,Telangana,17.44481,78.76718,6,0,False,,,0.833
VF-003544,Hyderabad Primary #52,Primary Health Centre,Hyderabad,Telangana,17.58846,78.66828,17,0,False,,,0.677
VF-003545,Hyderabad District #53,District Hospital,Hyderabad,Telangana,17.39678,78.21146,980,420,True,Paediatric Surgery|Obstetrics & Gynaecology|Orthopaedics|Urology|Cleft & Plastic|Cataract / Ophthalmology|General Surgery|Cardiac,,0.999
VF-003546,Hyderabad Community #54,Community Health Centre,Hyderabad,Telangana,17.27462,78.59536,38,0,False,,,0.973
VF-003547,Hyderabad Primary #55,Primary Health Centre,Hyderabad,Telangana,17.45907,78.51482,49,7359,True,Urology|Paediatric Surgery|Cataract / Ophthalmology|Cleft & Plastic|Cardiac|General Surgery,,0.828
VF-003548,Hyderabad District #56,District Hospital,Hyderabad,Telangana,17.25386,78.78177,1258,3109,True,Obstetrics & Gynaecology|Cleft & Plastic|Burns & Reconstruction|Paediatric Surgery|Urology|ENT,,0.913
VF-003549,Hyderabad Charitable #57,Charitable / Mission Hospital,Hyderabad,Telangana,17.62392,78.49018,2,0,False,,,0.896
VF-003550,Hyderabad District #58,District Hospital,Hyderabad,Telangana,17.2924,78.60062,9,0,False,,,0.777
VF-003551,Hyderabad Private #59,Private Hospital,Hyderabad,Telangana,17.35423,78.6712,30,0,False,,,0.779
VF-003552,Hyderabad Primary #60,Primary Health Centre,Hyderabad,Telangana,17.0088,78.53357,8,0,False,,,0.914
VF-003553,Hyderabad Primary #61,Primary Health Centre,Hyderabad,Telangana,17.3297,78.49147,53,0,False,,,0.906
VF-003554,Hyderabad Primary #62,Primary Health Centre,Hyderabad,Telangana,17.29573,78.91833,57,0,False,,,0.809
VF-003555,Hyderabad Primary #63,Primary Health Centre,Hyderabad,Telangana,17.41279,78.19447,28,0,False,,,0.786
VF-003556,Hyderabad Primary #64,Primary Health Centre,Hyderabad,Telangana,17.22131,78.49371,39,0,False,,,0.742
VF-003557,Hyderabad District #65,District Hospital,Hyderabad,Telangana,17.32731,78.27041,9,0,False,,,0.995
VF-003558,Hyderabad Primary #66,Primary Health Centre,Hyderabad,Telangana,17.39665,78.42137,34,0,False,,,0.794
VF-003559,Hyderabad Primary #67,Primary Health Centre,Hyderabad,Telangana,17.13725,78.49688,32,0,False,,,0.931
VF-003560,Hyderabad Primary #68,Primary Health Centre,Hyderabad,Telangana,17.2818,78.61717,13,0,False,,,0.999
VF-003561,Hyderabad Medical #69,Medical College Hospital,Hyderabad,Telangana,17.63926,78.39539,1031,2137,True,ENT|Cleft & Plastic|Cataract / Ophthalmology|Cardiac|Burns & Reconstruction,,0.895
VF-003562,Hyderabad Primary #70,Primary Health Centre,Hyderabad,Telangana,17.20877,78.19672,26,0,False,,,0.776
VF-003563,Hyderabad Community #71,Community Health Centre,Hyderabad,Telangana,17.36265,78.3851,23,0,False,,,0.734
VF-003564,Hyderabad Primary #72,Primary Health Centre,Hyderabad,Telangana,17.36013,78.3864,22,0,False,,,0.779
VF-003565,Hyderabad Primary #73,Primary Health Centre,Hyderabad,Telangana,17.04925,78.44953,17,0,False,,,0.999
VF-003566,Hyderabad Primary #74,Primary Health Centre,Hyderabad,Telangana,17.79214,78.60315,10,0,False,,,0.884
VF-003567,Hyderabad Primary #75,Primary Health Centre,Hyderabad,Telangana,17.46882,78.41758,21,0,False,,,0.764
VF-003568,Hyderabad Private #76,Private Hospital,Hyderabad,Telangana,17.07549,78.64693,219,4664,True,Orthopaedics|ENT|Cataract / Ophthalmology|Cleft & Plastic,,0.772
VF-003569,Hyderabad Community #77,Community Health Centre,Hyderabad,Telangana,17.42861,78.47662,44,0,False,,,0.822
VF-003570,Hyderabad Medical #78,Medical College Hospital,Hyderabad,Telangana,17.43629,78.51753,1406,7361,True,Orthopaedics|General Surgery|Urology|Cleft & Plastic|Cataract / Ophthalmology,,0.999
VF-003571,Hyderabad Community #79,Community Health Centre,Hyderabad,Telangana,17.75289,78.37797,15,0,False,,,0.914
VF-003572,Hyderabad District #80,District Hospital,Hyderabad,Telangana,17.39599,78.61219,29,0,False,,,0.855
VF-003573,Hyderabad Community #81,Community Health Centre,Hyderabad,Telangana,17.30059,78.55911,7,0,False,,,0.881
VF-003574,Hyderabad District #82,District Hospital,Hyderabad,Telangana,17.55462,78.78336,42,0,False,,,0.947
VF-003575,Hyderabad Primary #83,Primary Health Centre,Hyderabad,Telangana,17.45731,78.5079,38,0,False,,,0.817
VF-003576,Hyderabad Primary #84,Primary Health Centre,Hyderabad,Telangana,17.5886,78.61239,34,0,False,,,0.936
VF-003577,Hyderabad Primary #85,Primary Health Centre,Hyderabad,Telangana,17.49976,78.53893,46,0,False,,,0.793
VF-003578,Hyderabad Primary #86,Primary Health Centre,Hyderabad,Telangana,17.51221,78.5944,26,0,False,,,0.743
VF-003579,Hyderabad Private #87,Private Hospital,Hyderabad,Telangana,17.39747,78.6948,880,1578,True,Obstetrics & Gynaecology|Burns & Reconstruction|General Surgery,,0.825
VF-003580,Hyderabad Primary #88,Primary Health Centre,Hyderabad,Telangana,17.14856,78.30754,7,0,False,,,0.81
VF-003581,Hyderabad District #89,District Hospital,Hyderabad,Telangana,17.14803,78.4994,57,0,False,,,0.953
VF-003582,Hyderabad Private #90,Private Hospital,Hyderabad,Telangana,17.37702,78.39157,1121,1356,True,Cleft & Plastic|Cardiac|Paediatric Surgery|Orthopaedics|Obstetrics & Gynaecology|Urology|Burns & Reconstruction,,0.665
VF-003583,Hyderabad Primary #91,Primary Health Centre,Hyderabad,Telangana,17.31206,78.1955,5,0,False,,,0.856
VF-003584,Hyderabad Community #92,Community Health Centre,Hyderabad,Telangana,17.49822,78.61063,26,0,False,,,0.933
VF-003585,Hyderabad District #93,District Hospital,Hyderabad,Telangana,17.46187,78.19132,31,0,False,,,0.997
VF-003586,Hyderabad Community #94,Community Health Centre,Hyderabad,Telangana,17.72513,78.2914,27,0,False,,,0.946
VF-003587,Hyderabad Primary #95,Primary Health Centre,Hyderabad,Telangana,17.4027,78.57812,13,0,False,,,0.94
VF-003588,Hyderabad Community #96,Community Health Centre,Hyderabad,Telangana,17.41224,78.08229,531,6009,True,ENT|Paediatric Surgery|Cardiac|Cataract / Ophthalmology|General Surgery|Obstetrics & Gynaecology,,0.952
VF-003589,Hyderabad Medical #0,Medical College Hospital,Hyderabad,Telangana,17.32335,78.53007,1333,6022,True,Paediatric Surgery|Obstetrics & Gynaecology|ENT|Cleft & Plastic,,0.649
VF-003590,Hyderabad Community #1,Community Health Centre,Hyderabad,Telangana,17.25093,78.364,21,0,False,,,0.851
VF-003591,Hyderabad Primary #2,Primary Health Centre,Hyderabad,Telangana,17.33941,78.57693,6,0,False,,,0.661
VF-003592,Hyderabad Community #3,Community Health Centre,Hyderabad,Telangana,17.17945,78.52912,17,0,False,,,0.697
VF-003593,Hyderabad Primary #4,Primary Health Centre,Hyderabad,Telangana,17.29089,78.93429,22,0,False,,,0.999
VF-003594,Hyderabad District #5,District Hospital,Hyderabad,Telangana,17.44343,78.4254,19,0,False,,,0.922
VF-003595,Hyderabad Primary #6,Primary Health Centre,Hyderabad,Telangana,17.33041,78.37648,23,0,False,,,0.884
VF-003596,Hyderabad Community #7,Community Health Centre,Hyderabad,Telangana,17.58074,78.6979,43,0,False,,,0.988
VF-003597,Hyderabad Primary #8,Primary Health Centre,Hyderabad,Telangana,17.31755,78.74876,9,0,False,,,0.857
VF-003598,Hyderabad Primary #9,Primary Health Centre,Hyderabad,Telangana,17.39765,78.66286,24,0,False,,,0.999
VF-003599,Hyderabad Primary #10,Primary Health Centre,Hyderabad,Telangana,17.3609,78.85499,18,0,False,,,0.732
VF-003600,Hyderabad Private #11,Private Hospital,Hyderabad,Telangana,17.40582,78.55073,5,0,False,,,0.864
VF-003601,Hyderabad District #12,District Hospital,Hyderabad,Telangana,17.48417,78.48377,340,6956,True,Burns & Reconstruction|Cataract / Ophthalmology|Urology|Cardiac|Orthopaedics|Cleft & Plastic|Obstetrics & Gynaecology,,0.928
VF-003602,Hyderabad District #13,District Hospital,Hyderabad,Telangana,17.31416,78.55778,349,3592,True,Urology|ENT|Burns & Reconstruction|Paediatric Surgery|Obstetrics & Gynaecology|General Surgery|Cataract / Ophthalmology|Orthopaedics|Cardiac,,0.815
VF-003603,Hyderabad Primary #14,Primary Health Centre,Hyderabad,Telangana,17.38242,78.48587,34,0,False,,,0.812
VF-003604,Hyderabad Primary #15,Primary Health Centre,Hyderabad,Telangana,17.69941,78.72434,38,0,False,,,0.751
VF-003605,Hyderabad Primary #16,Primary Health Centre,Hyderabad,Telangana,17.31859,78.438,59,0,False,,,0.922
VF-003606,Hyderabad Community #17,Community Health Centre,Hyderabad,Telangana,17.47905,78.42552,1514,5795,True,General Surgery|Burns & Reconstruction|ENT|Urology|Cataract / Ophthalmology|Obstetrics & Gynaecology,,0.999
VF-003607,Hyderabad District #18,District Hospital,Hyderabad,Telangana,16.96792,78.56169,31,0,False,,,0.838
VF-003608,Hyderabad District #19,District Hospital,Hyderabad,Telangana,17.63809,78.27711,416,7013,True,Urology|Cleft & Plastic|Cataract / Ophthalmology|General Surgery|ENT,,0.863
VF-003609,Hyderabad Community #20,Community Health Centre,Hyderabad,Telangana,17.60272,78.43297,17,0,False,,,0.957
VF-003610,Hyderabad Private #21,Private Hospital,Hyderabad,Telangana,17.53859,78.57932,44,0,False,,,0.748
VF-003611,Hyderabad Primary #22,Primary Health Centre,Hyderabad,Telangana,17.55086,78.34951,22,0,False,,,0.772
VF-003612,Hyderabad Community #23,Community Health Centre,Hyderabad,Telangana,17.59959,78.57072,13,0,False,,,0.816
VF-003613,Hyderabad Community #24,Community Health Centre,Hyderabad,Telangana,17.36213,78.35535,436,6090,True,Orthopaedics|Burns & Reconstruction|ENT|Obstetrics & Gynaecology|General Surgery,,0.918
VF-003614,Hyderabad Medical #25,Medical College Hospital,Hyderabad,Telangana,17.27177,78.38258,345,3483,True,General Surgery|Burns & Reconstruction|Urology|Paediatric Surgery|Cataract / Ophthalmology|Cleft & Plastic|Orthopaedics,,0.823
VF-003615,Hyderabad Medical #26,Medical College Hospital,Hyderabad,Telangana,17.36185,78.40599,462,5097,True,Urology|ENT|Cleft & Plastic|Cardiac|Cataract / Ophthalmology|Obstetrics & Gynaecology,,0.674
VF-003616,Hyderabad Primary #27,Primary Health Centre,Hyderabad,Telangana,17.28801,78.48451,56,0,False,,,0.999
VF-003617,Hyderabad Primary #28,Primary Health Centre,Hyderabad,Telangana,17.53906,78.40324,9,0,False,,,0.767
VF-003618,Hyderabad District #29,District Hospital,Hyderabad,Telangana,17.35063,78.28373,1388,5839,True,Burns & Reconstruction|Cleft & Plastic|Cardiac|Paediatric Surgery|ENT|Orthopaedics,,0.825
VF-003619,Hyderabad Primary #30,Primary Health Centre,Hyderabad,Telangana,17.34855,78.22071,31,0,False,,,0.837
VF-003620,Hyderabad Private #31,Private Hospital,Hyderabad,Telangana,17.30723,78.45462,1138,6647,True,Cataract / Ophthalmology|Cardiac|Orthopaedics|Burns & Reconstruction|ENT,,0.826
VF-003621,Hyderabad Community #32,Community Health Centre,Hyderabad,Telangana,17.58769,78.71231,167,6806,True,Cataract / Ophthalmology|Orthopaedics|General Surgery|Urology|Paediatric Surgery|ENT,,0.881
VF-003622,Hyderabad Primary #33,Primary Health Centre,Hyderabad,Telangana,17.3237,78.23976,180,4471,True,Burns & Reconstruction|Paediatric Surgery|General Surgery|Urology|Cleft & Plastic|Cataract / Ophthalmology|Orthopaedics|ENT|Cardiac,,0.849
VF-003623,Hyderabad Community #34,Community Health Centre,Hyderabad,Telangana,17.68776,78.62821,19,0,False,,,0.993
VF-003624,Hyderabad Primary #35,Primary Health Centre,Hyderabad,Telangana,17.5875,78.37643,29,0,False,,,0.824
VF-003625,Hyderabad Community #36,Community Health Centre,Hyderabad,Telangana,17.18321,78.84998,6,0,False,,,0.752
VF-003626,Hyderabad Medical #37,Medical College Hospital,Hyderabad,Telangana,17.58267,78.43747,10,0,False,,,0.757
VF-003627,Hyderabad District #38,District Hospital,Hyderabad,Telangana,17.37429,78.55215,758,6609,True,Cleft & Plastic|Cataract / Ophthalmology|ENT|Cardiac|Orthopaedics,,0.789
VF-003628,Ahmedabad Primary #39,Primary Health Centre,Ahmedabad,Gujarat,22.82327,72.49635,4,0,False,,,0.965
VF-003629,Ahmedabad Private #40,Private Hospital,Ahmedabad,Gujarat,22.7543,72.31779,19,0,False,,,0.933
VF-003630,Ahmedabad District #41,District Hospital,Ahmedabad,Gujarat,23.22858,72.71723,62,3511,True,Urology|Cleft & Plastic|Obstetrics & Gynaecology|General Surgery|Paediatric Surgery|Orthopaedics,,0.84
VF-003631,Ahmedabad Primary #42,Primary Health Centre,Ahmedabad,Gujarat,22.87829,72.64661,11,0,False,,,0.954
VF-003632,Ahmedabad Community #43,Community Health Centre,Ahmedabad,Gujarat,23.04451,72.43223,6,0,False,,,0.999
VF-003633,Ahmedabad Private #44,Private Hospital,Ahmedabad,Gujarat,23.03315,72.70917,30,0,False,,,0.798
VF-003634,Ahmedabad Community #45,Community Health Centre,Ahmedabad,Gujarat,22.83549,72.54912,6,0,False,,,0.874
VF-003635,Ahmedabad District #46,District Hospital,Ahmedabad,Gujarat,22.91184,72.58836,56,0,False,,,0.863
VF-003636,Ahmedabad Community #47,Community Health Centre,Ahmedabad,Gujarat,22.93254,72.56972,5,0,False,,,0.999
VF-003637,Ahmedabad District #48,District Hospital,Ahmedabad,Gujarat,22.64091,72.87326,28,0,False,,,0.95
VF-003638,Ahmedabad Primary #49,Primary Health Centre,Ahmedabad,Gujarat,23.11949,72.56284,46,0,False,,,0.794
VF-003639,Ahmedabad Community #50,Community Health Centre,Ahmedabad,Gujarat,22.95817,72.24401,1383,2849,True,Obstetrics & Gynaecology|Urology|General Surgery|Orthopaedics|Cleft & Plastic|Burns & Reconstruction|Paediatric Surgery|ENT,,0.783
VF-003640,Ahmedabad Community #51,Community Health Centre,Ahmedabad,Gujarat,22.97054,72.51806,13,0,False,,,0.953
VF-003641,Ahmedabad Primary #52,Primary Health Centre,Ahmedabad,Gujarat,23.11652,72.62699,59,0,False,,,0.99
VF-003642,Ahmedabad District #53,District Hospital,Ahmedabad,Gujarat,23.1619,72.3513,394,1530,True,Cleft & Plastic|Cataract / Ophthalmology|Cardiac|Paediatric Surgery|Urology|ENT|Burns & Reconstruction,,0.786
VF-003643,Ahmedabad Primary #54,Primary Health Centre,Ahmedabad,Gujarat,23.17022,72.48894,3,0,False,,,0.835
VF-003644,Ahmedabad Community #55,Community Health Centre,Ahmedabad,Gujarat,23.01457,72.68003,49,0,False,,,0.999
VF-003645,Ahmedabad District #56,District Hospital,Ahmedabad,Gujarat,23.02905,72.55673,40,0,False,,,0.699
VF-003646,Ahmedabad Medical #57,Medical College Hospital,Ahmedabad,Gujarat,23.18931,72.46175,851,6800,True,Paediatric Surgery|Obstetrics & Gynaecology|ENT|Cardiac|Burns & Reconstruction,,0.807
VF-003647,Ahmedabad Primary #58,Primary Health Centre,Ahmedabad,Gujarat,22.99747,72.97975,52,0,False,,,0.802
VF-003648,Ahmedabad Primary #59,Primary Health Centre,Ahmedabad,Gujarat,23.13824,72.27332,29,0,False,,,0.999
VF-003649,Ahmedabad District #60,District Hospital,Ahmedabad,Gujarat,23.28861,72.44314,48,0,False,,,0.934
VF-003650,Ahmedabad Private #61,Private Hospital,Ahmedabad,Gujarat,23.14778,72.68916,1282,5723,True,General Surgery|Burns & Reconstruction|Urology|Paediatric Surgery|ENT,,0.636
VF-003651,Ahmedabad Primary #62,Primary Health Centre,Ahmedabad,Gujarat,22.96634,72.54925,46,0,False,,,0.622
VF-003652,Ahmedabad Primary #63,Primary Health Centre,Ahmedabad,Gujarat,22.77956,72.43232,21,0,False,,,0.902
VF-003653,Ahmedabad District #64,District Hospital,Ahmedabad,Gujarat,22.93085,72.60144,1049,2528,True,Cataract / Ophthalmology|Cleft & Plastic|ENT|Orthopaedics|Obstetrics & Gynaecology,,0.835
VF-003654,Ahmedabad District #65,District Hospital,Ahmedabad,Gujarat,23.03633,72.52751,8,0,False,,,0.979
VF-003655,Ahmedabad District #66,District Hospital,Ahmedabad,Gujarat,23.42189,72.57692,1459,3397,True,Paediatric Surgery|Cardiac|Burns & Reconstruction|Cataract / Ophthalmology|Obstetrics & Gynaecology|Urology,,0.864
VF-003656,Ahmedabad Medical #67,Medical College Hospital,Ahmedabad,Gujarat,23.32009,72.72433,395,4519,True,Burns & Reconstruction|ENT|Cardiac|Cleft & Plastic|Obstetrics & Gynaecology|Paediatric Surgery,,0.951
VF-003657,Ahmedabad Primary #68,Primary Health Centre,Ahmedabad,Gujarat,22.84378,72.8612,18,0,False,,,0.976
VF-003658,Ahmedabad Primary #69,Primary Health Centre,Ahmedabad,Gujarat,23.09351,72.63668,39,0,False,,,0.779
VF-003659,Ahmedabad Community #70,Community Health Centre,Ahmedabad,Gujarat,22.79137,72.33744,21,0,False,,,0.901
VF-003660,Ahmedabad Community #71,Community Health Centre,Ahmedabad,Gujarat,23.33809,72.51085,1403,6759,True,Urology|Cleft & Plastic|General Surgery|ENT,,0.826
VF-003661,Ahmedabad Private #72,Private Hospital,Ahmedabad,Gujarat,22.95421,72.37855,32,0,False,,,0.912
VF-003662,Ahmedabad Primary #73,Primary Health Centre,Ahmedabad,Gujarat,23.08563,72.50033,26,0,False,,,0.915
VF-003663,Ahmedabad District #74,District Hospital,Ahmedabad,Gujarat,22.77379,72.44574,1319,918,True,Burns & Reconstruction|Paediatric Surgery|Urology|Cataract / Ophthalmology|General Surgery|ENT,,0.874
VF-003664,Ahmedabad Charitable #75,Charitable / Mission Hospital,Ahmedabad,Gujarat,23.22602,72.38049,59,0,False,,,0.871
VF-003665,Ahmedabad Private #76,Private Hospital,Ahmedabad,Gujarat,23.28928,72.2682,1091,1656,True,Orthopaedics|Paediatric Surgery|General Surgery|Cardiac|ENT|Obstetrics & Gynaecology|Cataract / Ophthalmology,,0.881
VF-003666,Ahmedabad Private #77,Private Hospital,Ahmedabad,Gujarat,22.81314,72.63696,29,0,False,,,0.816
VF-003667,Ahmedabad Primary #78,Primary Health Centre,Ahmedabad,Gujarat,23.28666,72.24749,41,0,False,,,0.822
VF-003668,Ahmedabad District #79,District Hospital,Ahmedabad,Gujarat,22.96526,72.61161,1511,3646,True,Burns & Reconstruction|Cleft & Plastic|ENT|Obstetrics & Gynaecology|Urology|Cardiac|General Surgery,,0.906
VF-003669,Ahmedabad Primary #80,Primary Health Centre,Ahmedabad,Gujarat,23.08527,72.61311,51,0,False,,,0.799
VF-003670,Ahmedabad Primary #81,Primary Health Centre,Ahmedabad,Gujarat,22.97611,72.79898,11,0,False,,,0.833
VF-003671,Ahmedabad Private #82,Private Hospital,Ahmedabad,Gujarat,23.14912,72.46069,685,3208,True,Cleft & Plastic|Paediatric Surgery|Cardiac|General Surgery|Urology|Orthopaedics|Obstetrics & Gynaecology,,0.971
VF-003672,Ahmedabad Community #83,Community Health Centre,Ahmedabad,Gujarat,23.07634,72.37579,44,0,False,,,0.961
VF-003673,Ahmedabad Primary #84,Primary Health Centre,Ahmedabad,Gujarat,23.01031,72.54014,42,0,False,,,0.806
VF-003674,Ahmedabad Primary #85,Primary Health Centre,Ahmedabad,Gujarat,22.95973,72.48063,15,0,False,,,0.804
VF-003675,Ahmedabad District #86,District Hospital,Ahmedabad,Gujarat,23.23798,72.69188,5,0,False,,,0.895
VF-003676,Ahmedabad Community #87,Community Health Centre,Ahmedabad,Gujarat,23.16802,72.33927,9,0,False,,,0.881
VF-003677,Ahmedabad District #88,District Hospital,Ahmedabad,Gujarat,22.87852,72.78877,48,0,False,,,0.857
VF-003678,Ahmedabad Private #89,Private Hospital,Ahmedabad,Gujarat,23.0818,72.42578,1518,3801,True,Cardiac|General Surgery|Orthopaedics|Urology|Obstetrics & Gynaecology|ENT,,0.942
VF-003679,Ahmedabad District #90,District Hospital,Ahmedabad,Gujarat,23.0365,72.21184,18,0,False,,,0.771
VF-003680,Ahmedabad District #91,District Hospital,Ahmedabad,Gujarat,22.83597,72.99214,644,842,True,Cleft & Plastic|Paediatric Surgery|Urology|Obstetrics & Gynaecology|Cataract / Ophthalmology|ENT,,0.965
VF-003681,Ahmedabad Primary #92,Primary Health Centre,Ahmedabad,Gujarat,22.89429,72.68778,47,0,False,,,0.813
VF-003682,Ahmedabad Primary #93,Primary Health Centre,Ahmedabad,Gujarat,23.12964,72.77471,27,0,False,,,0.691
VF-003683,Ahmedabad Community #94,Community Health Centre,Ahmedabad,Gujarat,23.08094,72.57968,46,0,False,,,0.928
VF-003684,Ahmedabad District #95,District Hospital,Ahmedabad,Gujarat,23.13923,72.85927,459,439,True,Cleft & Plastic|Urology|Orthopaedics|Obstetrics & Gynaecology,,0.999
VF-003685,Ahmedabad Community #96,Community Health Centre,Ahmedabad,Gujarat,23.16377,72.63864,1117,298,True,Obstetrics & Gynaecology|Urology|Cardiac|Cleft & Plastic|Paediatric Surgery|Orthopaedics,,0.74
VF-003686,Ahmedabad Primary #0,Primary Health Centre,Ahmedabad,Gujarat,22.89179,72.07927,19,0,False,,,0.868
VF-003687,Ahmedabad Primary #1,Primary Health Centre,Ahmedabad,Gujarat,22.74808,72.74904,39,219,True,ENT|Cleft & Plastic|Cataract / Ophthalmology|Cardiac|Paediatric Surgery|Obstetrics & Gynaecology|Orthopaedics,,0.925
VF-003688,Ahmedabad Community #2,Community Health Centre,Ahmedabad,Gujarat,22.81574,72.65191,9,0,False,,,0.873
VF-003689,Ahmedabad Primary #3,Primary Health Centre,Ahmedabad,Gujarat,23.05876,72.63529,34,0,False,,,0.999
VF-003690,Ahmedabad Primary #4,Primary Health Centre,Ahmedabad,Gujarat,23.56981,72.35797,40,0,False,,,0.891
VF-003691,Ahmedabad Community #5,Community Health Centre,Ahmedabad,Gujarat,23.02852,72.73594,23,0,False,,,0.655
VF-003692,Ahmedabad District #6,District Hospital,Ahmedabad,Gujarat,23.02819,72.48971,1258,6483,True,Cardiac|Urology|ENT|Cataract / Ophthalmology|Obstetrics & Gynaecology|Paediatric Surgery|Orthopaedics|Burns & Reconstruction|Cleft & Plastic,,0.829
VF-003693,Ahmedabad Primary #7,Primary Health Centre,Ahmedabad,Gujarat,22.85985,72.80327,50,0,False,,,0.969
VF-003694,Ahmedabad Community #8,Community Health Centre,Ahmedabad,Gujarat,22.89474,72.7961,29,0,False,,,0.756
VF-003695,Ahmedabad Primary #9,Primary Health Centre,Ahmedabad,Gujarat,23.15193,72.44176,6,0,False,,,0.927
VF-003696,Ahmedabad Private #10,Private Hospital,Ahmedabad,Gujarat,23.01134,72.66494,33,0,False,,,0.744
VF-003697,Ahmedabad District #11,District Hospital,Ahmedabad,Gujarat,22.93715,72.71127,725,179,True,Cataract / Ophthalmology|Obstetrics & Gynaecology|Burns & Reconstruction|Orthopaedics|Paediatric Surgery|Urology,,0.738
VF-003698,Ahmedabad Primary #12,Primary Health Centre,Ahmedabad,Gujarat,22.98986,72.75224,37,0,False,,,0.86
VF-003699,Ahmedabad District #13,District Hospital,Ahmedabad,Gujarat,22.98118,72.86312,535,6075,True,ENT|Burns & Reconstruction|Urology|Obstetrics & Gynaecology|Orthopaedics|Cleft & Plastic|General Surgery|Paediatric Surgery,,0.878
VF-003700,Ahmedabad Community #14,Community Health Centre,Ahmedabad,Gujarat,22.9091,72.65392,917,3484,True,Cleft & Plastic|ENT|Cataract / Ophthalmology|General Surgery|Burns & Reconstruction,,0.846
VF-003701,Ahmedabad Primary #15,Primary Health Centre,Ahmedabad,Gujarat,23.17889,72.67132,58,0,False,,,0.918
VF-003702,Ahmedabad District #16,District Hospital,Ahmedabad,Gujarat,22.86502,72.79647,13,0,False,,,0.952
VF-003703,Ahmedabad Primary #17,Primary Health Centre,Ahmedabad,Gujarat,23.16727,72.83813,133,5284,True,Urology|Burns & Reconstruction|Obstetrics & Gynaecology,,0.996
VF-003704,Ahmedabad Primary #18,Primary Health Centre,Ahmedabad,Gujarat,23.18607,72.74368,7,0,False,,,0.906
VF-003705,Ahmedabad District #19,District Hospital,Ahmedabad,Gujarat,23.12207,72.44096,74,3484,True,Cardiac|Orthopaedics|Urology|Burns & Reconstruction|ENT|Paediatric Surgery,,0.771
VF-003706,Ahmedabad Primary #20,Primary Health Centre,Ahmedabad,Gujarat,22.99915,72.6818,11,0,False,,,0.826
VF-003707,Ahmedabad Community #21,Community Health Centre,Ahmedabad,Gujarat,22.73581,72.69124,40,0,False,,,0.918
VF-003708,Ahmedabad Primary #22,Primary Health Centre,Ahmedabad,Gujarat,23.18208,72.63611,20,0,False,,,0.928
VF-003709,Ahmedabad Primary #23,Primary Health Centre,Ahmedabad,Gujarat,22.89709,72.36688,25,0,False,,,0.712
VF-003710,Ahmedabad District #24,District Hospital,Ahmedabad,Gujarat,22.61082,72.7122,18,0,False,,,0.999
VF-003711,Ahmedabad Community #25,Community Health Centre,Ahmedabad,Gujarat,23.10432,72.55181,36,3885,True,Burns & Reconstruction|Paediatric Surgery|General Surgery|Urology|Cardiac|Orthopaedics,,0.862
VF-003712,Ahmedabad Community #26,Community Health Centre,Ahmedabad,Gujarat,22.97713,72.93681,1444,3980,True,ENT|Paediatric Surgery|Obstetrics & Gynaecology|Cardiac,,0.959
